ID	Old ID	Enzymes	Roles	Reaction
PS_complex_958df9	rxn26013_d_A	Tryptophan synthase	Tryptophan synthase beta chain (EC 4.2.1.20)	rxn26013_d
PS_complex_1c1205	rxn26754_d_A	Photosystem I	Photosystem I assembly related protein Ycf3|Photosystem I assembly related protein Ycf4|Photosystem I subunit VII iron-sulfur center PsaC|Photosystem I subunit Ia PsaA|Photosystem I subunit Ib PsaB|Photosystem I subunit III precursor, plastocyanin (cyt c553) docking protein PsaF|Photosystem I subunit II PsaD|Photosystem I subunit IV PsaE|Photosystem I subunit IX PsaJ|Photosystem I PsaG|Photosystem I PsaN|Photosystem I PsaO|Photosystem I PsaP|Photosystem I subunit VIII PsaI|Photosystem I subunit VI PsaH|Photosystem I subunit XI PsaL|Photosystem I subunit X PsaK	rxn26754_d
PS_complex_bdaa56	rxn27415_c_A	Ribonucleotide reductase of class Ia	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)|Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn27415_c
PS_complex_fcc858	rxn27709_d_A	Anthranilate synthase	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)|Anthranilate synthase, aminase component (EC 4.1.3.27)	rxn27709_d
PS_complex_a36c0f	rxn28615_d_A	Tryptophan synthase	Tryptophan synthase alpha chain (EC 4.2.1.20)	rxn28615_d
PS_complex_b518d2	rxn35347_j_A	Cytochrome c oxidase	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)|Cytochrome c oxidase polypeptide II (EC 1.9.3.1)|Cytochrome c oxidase polypeptide III (EC 1.9.3.1)|Cytochrome c oxidase subunit 5b|Cytochrome c oxidase subunit 6a|Cytochrome c oxidase subunit 6b|Putative cytochrome c oxidase subunit 5c	rxn35347_j
PS_complex_2eeb66	rxn39245_c_A	Ribonucleotide reductase of class Ia	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)|Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn39245_c
PS_complex_a8b8a2	rxn39246_c_A	Ribonucleotide reductase of class Ia	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)|Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn39246_c
PS_complex_b0a229	rxn39247_c_A	Ribonucleotide reductase of class Ia	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)|Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn39247_c
PS_complex_24cc9b	rxn39248_c_A	Ribonucleotide reductase of class Ia	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)|Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	rxn39248_c
PS_complex_cf736f	rxn00001_c_A	Inorganic pyrophosphatase	Inorganic pyrophosphatase (EC 3.6.1.1)	rxn00001_c
PS_complex_dddc6e	rxn00001_c_B	Pyrophosphate-energized proton pump	Pyrophosphate-energized proton pump (EC 3.6.1.1)	rxn00001_c
PS_complex_768c53	rxn00001_d_A	Inorganic pyrophosphatase	Inorganic pyrophosphatase (EC 3.6.1.1)	rxn00001_d
PS_complex_ae6723	rxn00001_g_A	Pyrophosphate-energized proton pump	Pyrophosphate-energized proton pump (EC 3.6.1.1)	rxn00001_g
PS_complex_f41006	rxn00001_v_A	Pyrophosphate-energized proton pump	Pyrophosphate-energized proton pump (EC 3.6.1.1)	rxn00001_v
PS_complex_db74bb	rxn00001_w_A	Pyrophosphate-energized proton pump	Pyrophosphate-energized proton pump (EC 3.6.1.1)	rxn00001_w
PS_complex_24124d	rxn00006_c_A	Catalase	Catalase (EC 1.11.1.6)	rxn00006_c
PS_complex_f9671f	rxn00006_x_A	Catalase	Catalase (EC 1.11.1.6)	rxn00006_x
PS_complex_33b78e	rxn00029_c_A	Porphobilinogen synthase	Porphobilinogen synthase (EC 4.2.1.24)	rxn00029_c
PS_complex_e85171	rxn00029_d_A	Porphobilinogen synthase	Porphobilinogen synthase (EC 4.2.1.24)	rxn00029_d
PS_complex_7d4da3	rxn00048_d_A	Riboflavin synthase	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	rxn00048_d
PS_complex_bd8025	rxn00060_c_A	Porphobilinogen deaminase	Porphobilinogen deaminase (EC 2.5.1.61)	rxn00060_c
PS_complex_34a9c1	rxn00060_d_A	Porphobilinogen deaminase	Porphobilinogen deaminase (EC 2.5.1.61)	rxn00060_d
PS_complex_a9e341	rxn00069_d_A	Glutamate synthase [NADH]	Glutamate synthase [NADH] (EC 1.4.1.14)	rxn00069_d
PS_complex_357af2	rxn00076_c_A	NADH pyrophosphatase	NADH pyrophosphatase (EC 3.6.1.22)	rxn00076_c
PS_complex_eafeba	rxn00076_c_B	NUDIX hydrolase, NAD diphosphatase	NUDIX hydrolase, NAD diphosphatase (EC 3.6.1.22)	rxn00076_c
PS_complex_930261	rxn00076_d_A	NADH pyrophosphatase	NADH pyrophosphatase (EC 3.6.1.22)	rxn00076_d
PS_complex_f5eb92	rxn00078_c_A	NADH kinase	NADH kinase (EC 2.7.1.86)	rxn00078_c
PS_complex_6c6155	rxn00078_x_A	NADH kinase	NADH kinase (EC 2.7.1.86)	rxn00078_x
PS_complex_7f9360	rxn00083_c_A	Soluble pyridine nucleotide transhydrogenase	Soluble pyridine nucleotide transhydrogenase (EC 1.6.1.1)	rxn00083_c
PS_complex_602d8c	rxn00086_c_A	Glutathione reductase	Glutathione reductase (EC 1.8.1.7)	rxn00086_c
PS_complex_79cdfd	rxn00086_d_A	Glutathione reductase	Glutathione reductase (EC 1.8.1.7)	rxn00086_d
PS_complex_82ba98	rxn00086_m_A	Glutathione reductase	Glutathione reductase (EC 1.8.1.7)	rxn00086_m
PS_complex_5a0de7	rxn00088_c_A	NADP phosphatase	NADP phosphatase (EC 3.1.3.-)	rxn00088_c
PS_complex_434a38	rxn00097_c_A	Adenylate kinase	Adenylate kinase (EC 2.7.4.3)	rxn00097_c
PS_complex_6f3ba9	rxn00097_d_A	Adenylate kinase	Adenylate kinase (EC 2.7.4.3)	rxn00097_d
PS_complex_4b6fbf	rxn00097_m_A	Adenylate kinase	Adenylate kinase (EC 2.7.4.3)	rxn00097_m
PS_complex_99bbc4	rxn00097_n_A	Adenylate kinase	Adenylate kinase (EC 2.7.4.3)	rxn00097_n
PS_complex_f94173	rxn00100_c_A	Dephospho-CoA kinase	Dephospho-CoA kinase (EC 2.7.1.24)	rxn00100_c
PS_complex_0b3bed	rxn00100_x_A	Dephospho-CoA kinase	Dephospho-CoA kinase (EC 2.7.1.24)	rxn00100_x
PS_complex_21f8d1	rxn00101_c_A	Urease	Urease (EC 3.5.1.5)	rxn00101_c
PS_complex_fd4d4f	rxn00102_c_A	Carbonic anhydrase	Carbonic anhydrase (EC 4.2.1.1)	rxn00102_c
PS_complex_d97352	rxn00102_d_A	Carbonic anhydrase	Carbonic anhydrase (EC 4.2.1.1)	rxn00102_d
PS_complex_cc0e68	rxn00105_c_A	Nicotinamide-nucleotide adenylyltransferase	Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1), eukaryotic PNAT family	rxn00105_c
PS_complex_3d68f9	rxn00116_c_A	Apyrase, ATP-diphosphatase	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00116_c
PS_complex_f77c6d	rxn00116_g_A	Apyrase, ATP-diphosphatase	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00116_g
PS_complex_25553c	rxn00117_c_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00117_c
PS_complex_201d5f	rxn00117_d_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00117_d
PS_complex_84a523	rxn00117_m_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00117_m
PS_complex_006a8d	rxn00117_n_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00117_n
PS_complex_5816b7	rxn00117_x_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00117_x
PS_complex_928aa8	rxn00119_c_A	Uridine monophosphate/cytidine monophosphate kinase	Uridine monophosphate/cytidine monophosphate kinase (EC 2.7.4.14)	rxn00119_c
PS_complex_871850	rxn00120_c_A	Apyrase, ATP-diphosphatase	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00120_c
PS_complex_c288bc	rxn00120_g_A	Apyrase, ATP-diphosphatase	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00120_g
PS_complex_5b98ef	rxn00121_d_A	FAD pyrophosphatase	FAD pyrophosphatase (EC 3.6.1.18)	rxn00121_d
PS_complex_f1d610	rxn00122_c_A	FMN adenylyltransferase	FMN adenylyltransferase, type 2 eukaryotic (EC 2.7.7.2)	rxn00122_c
PS_complex_6acb60	rxn00122_d_A	FMN adenylyltransferase	FMN adenylyltransferase (EC 2.7.7.2)	rxn00122_d
PS_complex_1eb5d6	rxn00123_c_A	Pyridoxal-5'-phosphate phosphatase	Pyridoxal-5'-phosphate phosphatase (EC 3.1.3.74), eukaryotic type	rxn00123_c
PS_complex_85ec6a	rxn00124_c_A	Pyridoxal kinase	Pyridoxal kinase (EC 2.7.1.35)	rxn00124_c
PS_complex_df3bd8	rxn00124_d_A	Pyridoxal kinase	Pyridoxal kinase (EC 2.7.1.35)	rxn00124_d
PS_complex_d8126b	rxn00126_c_A	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase (EC 2.5.1.6)	rxn00126_c
PS_complex_3b970a	rxn00126_n_A	S-adenosylmethionine synthetase	S-adenosylmethionine synthetase (EC 2.5.1.6)	rxn00126_n
PS_complex_81167d	rxn00128_c_A	1-aminocyclopropane-1-carboxylate synthase	1-aminocyclopropane-1-carboxylate synthase (EC 4.4.1.14)	rxn00128_c
PS_complex_c90533	rxn00134_c_A	Adenosine kinase	Adenosine kinase (EC 2.7.1.20)	rxn00134_c
PS_complex_a62c8c	rxn00138_c_A	NAD synthetase	NAD synthetase (EC 6.3.1.5)	rxn00138_c
PS_complex_e8a35f	rxn00139_c_A	Adenine phosphoribosyltransferase	Adenine phosphoribosyltransferase (EC 2.4.2.7)	rxn00139_c
PS_complex_464d1e	rxn00141_c_A	Adenosylhomocysteinase	Adenosylhomocysteinase (EC 3.3.1.1)	rxn00141_c
PS_complex_08fa8a	rxn00148_c_A	Pyruvate kinase	Pyruvate kinase (EC 2.7.1.40)	rxn00148_c
PS_complex_9fa61d	rxn00148_d_A	Pyruvate kinase	Pyruvate kinase (EC 2.7.1.40)	rxn00148_d
PS_complex_f0c512	rxn00151_d_A	Pyruvate,phosphate dikinase	Pyruvate,phosphate dikinase (EC 2.7.9.1)	rxn00151_d
PS_complex_0d2648	rxn00159_m_A	NAD-dependent malic enzyme	NAD-dependent malic enzyme (EC 1.1.1.38)	rxn00159_m
PS_complex_cac780	rxn00161_c_A	NADP-dependent malic enzyme	NADP-dependent malic enzyme (EC 1.1.1.40)	rxn00161_c
PS_complex_c81972	rxn00161_d_A	NADP-dependent malic enzyme	NADP-dependent malic enzyme (EC 1.1.1.40)	rxn00161_d
PS_complex_ae8d5c	rxn00166_c_A	D-serine dehydratase	D-serine dehydratase (EC 4.3.1.18)	rxn00166_c
PS_complex_ddca4c	rxn00168_c_A	Pyruvate decarboxylase	Pyruvate decarboxylase (EC 4.1.1.1)	rxn00168_c
PS_complex_68d2a0	rxn00175_d_A	Acetyl-coenzyme A synthetase	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	rxn00175_d
PS_complex_63b011	rxn00178_c_A	Acetyl-CoA acetyltransferase	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	rxn00178_c
PS_complex_2ed1cd	rxn00178_x_A	Acetyl-CoA acetyltransferase	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	rxn00178_x
PS_complex_e0323a	rxn00184_c_A	NADP-specific glutamate dehydrogenase	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	rxn00184_c
PS_complex_130da1	rxn00187_c_A	Glutamine synthetase	Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	rxn00187_c
PS_complex_cf4632	rxn00187_d_A	Glutamine synthetase	Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	rxn00187_d
PS_complex_2ac02c	rxn00187_m_A	Glutamine synthetase	Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	rxn00187_m
PS_complex_bc5863	rxn00189_c_A	Glutaminase	Glutaminase (EC 3.5.1.2)	rxn00189_c
PS_complex_52adee	rxn00189_c_B	NAD synthetase	Glutamine amidotransferase chain of NAD synthetase	rxn00189_c
PS_complex_f36219	rxn00191_c_A	Alanine transaminase	Alanine transaminase (EC 2.6.1.2)	rxn00191_c
PS_complex_8bfadb	rxn00191_d_A	Alanine transaminase	Alanine transaminase (EC 2.6.1.2)	rxn00191_d
PS_complex_0b11f3	rxn00191_m_A	Alanine transaminase	Alanine transaminase (EC 2.6.1.2)	rxn00191_m
PS_complex_663b85	rxn00191_x_A	Alanine transaminase	Alanine transaminase (EC 2.6.1.2)	rxn00191_x
PS_complex_5bc829	rxn00192_d_A	N-acetylglutamate synthase	N-acetylglutamate synthase (EC 2.3.1.1)	rxn00192_d
PS_complex_337ca8	rxn00208_c_A	Pyridoxamine 5'-phosphate oxidase	Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	rxn00208_c
PS_complex_4ac103	rxn00209_c_A	Pyridoxamine 5'-phosphate oxidase	Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	rxn00209_c
PS_complex_16fd7a	rxn00211_c_A	UDP-glucose dehydrogenase	UDP-glucose dehydrogenase (EC 1.1.1.22)	rxn00211_c
PS_complex_23e3f2	rxn00213_c_A	UTP--glucose-1-phosphate uridylyltransferase	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	rxn00213_c
PS_complex_12347f	rxn00215_c_A	UDP-glucose 4,6-dehydratase	UDP-glucose 4,6-dehydratase (EC 4.2.1.76)	rxn00215_c
PS_complex_b1477c	rxn00224_c_A	Ferrochelatase, protoheme ferro-lyase	Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	rxn00224_c
PS_complex_b6203c	rxn00224_d_A	Ferrochelatase, protoheme ferro-lyase	Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	rxn00224_d
PS_complex_3d4f52	rxn00237_c_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00237_c
PS_complex_781c99	rxn00237_d_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00237_d
PS_complex_98e9c8	rxn00237_m_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00237_m
PS_complex_76f94e	rxn00237_n_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00237_n
PS_complex_7be828	rxn00237_x_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00237_x
PS_complex_d36a46	rxn00239_c_A	Guanylate kinase	Guanylate kinase (EC 2.7.4.8)	rxn00239_c
PS_complex_fbd950	rxn00247_c_A	Phosphoenolpyruvate carboxykinase [ATP]	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	rxn00247_c
PS_complex_a4ab3e	rxn00247_n_A	Phosphoenolpyruvate carboxykinase [ATP]	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	rxn00247_n
PS_complex_c7bd9a	rxn00248_c_A	Malate dehydrogenase	Malate dehydrogenase (EC 1.1.1.37)	rxn00248_c
PS_complex_9f493e	rxn00248_d_A	Malate dehydrogenase	Malate dehydrogenase (EC 1.1.1.37)	rxn00248_d
PS_complex_1b88d2	rxn00248_m_A	Malate dehydrogenase	Malate dehydrogenase (EC 1.1.1.37)	rxn00248_m
PS_complex_1f15a2	rxn00248_x_A	Malate dehydrogenase	Malate dehydrogenase (EC 1.1.1.37)	rxn00248_x
PS_complex_b703f1	rxn00249_d_A	Malate dehydrogenase (NADP+)	Malate dehydrogenase (NADP+) (EC 1.1.1.82)	rxn00249_d
PS_complex_871d51	rxn00260_c_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260_c
PS_complex_0f4456	rxn00260_d_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260_d
PS_complex_6a2c34	rxn00260_m_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260_m
PS_complex_679d4e	rxn00260_x_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260_x
PS_complex_f44fac	rxn00272_d_A	L-alanine:glyoxylate aminotransferase	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00272_d
PS_complex_a7a458	rxn00272_m_A	L-alanine:glyoxylate aminotransferase	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00272_m
PS_complex_533d4f	rxn00272_x_A	L-alanine:glyoxylate aminotransferase	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00272_x
PS_complex_5d4d6e	rxn00275_d_A	Glutamate-glyoxylate aminotransferase	Glutamate-glyoxylate aminotransferase (EC 2.6.1.4)	rxn00275_d
PS_complex_c1bdb7	rxn00275_d_B	L-alanine:glyoxylate aminotransferase	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00275_d
PS_complex_02cf78	rxn00275_m_A	L-alanine:glyoxylate aminotransferase	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00275_m
PS_complex_b8a946	rxn00275_x_A	Glutamate-glyoxylate aminotransferase	Glutamate-glyoxylate aminotransferase (EC 2.6.1.4)	rxn00275_x
PS_complex_3a77c3	rxn00275_x_B	L-alanine:glyoxylate aminotransferase	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00275_x
PS_complex_059f58	rxn00299_c_A	GTP cyclohydrolase	GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn00299_c
PS_complex_315c9f	rxn00313_d_A	Diaminopimelate decarboxylase	Diaminopimelate decarboxylase (EC 4.1.1.20)	rxn00313_d
PS_complex_f81473	rxn00330_c_A	Malate synthase	Malate synthase (EC 2.3.3.9)	rxn00330_c
PS_complex_4df959	rxn00333_d_A	Glycolate oxidase	Glycolate oxidase (EC 1.1.3.15)	rxn00333_d
PS_complex_70daeb	rxn00333_x_A	Glycolate oxidase	Glycolate oxidase (EC 1.1.3.15)	rxn00333_x
PS_complex_fc8dd3	rxn00338_d_A	L-aspartate oxidase	L-aspartate oxidase (EC 1.4.3.16)	rxn00338_d
PS_complex_f9a782	rxn00343_m_A	Cyanoalanine nitrilase	Cyanoalanine nitrilase (EC 3.5.5.4)	rxn00343_m
PS_complex_64b44e	rxn00355_c_A	Galactose-1-phosphate uridylyltransferase	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	rxn00355_c
PS_complex_f7f769	rxn00361_c_A	Adenylylsulfate kinase	Adenylylsulfate kinase (EC 2.7.1.25)	rxn00361_c
PS_complex_ca360c	rxn00361_d_A	Adenylylsulfate kinase	Adenylylsulfate kinase (EC 2.7.1.25)	rxn00361_d
PS_complex_ef1c65	rxn00363_c_A	5'-nucleotidase	5'-nucleotidase (EC 3.1.3.5)	rxn00363_c
PS_complex_1f8334	rxn00364_c_A	Uridine monophosphate/cytidine monophosphate kinase	Uridine monophosphate/cytidine monophosphate kinase (EC 2.7.4.14)	rxn00364_c
PS_complex_74310e	rxn00366_c_A	Apyrase, ATP-diphosphatase	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00366_c
PS_complex_e5a881	rxn00366_g_A	Apyrase, ATP-diphosphatase	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00366_g
PS_complex_bc68e9	rxn00371_m_A	Formate dehydrogenase	Formate dehydrogenase (EC 1.2.1.2)	rxn00371_m
PS_complex_9f64b8	rxn00383_c_A	Sulfite oxidase	Sulfite oxidase (EC 1.8.3.1)	rxn00383_c
PS_complex_55dbcc	rxn00383_x_A	Sulfite oxidase	Sulfite oxidase (EC 1.8.3.1)	rxn00383_x
PS_complex_b92526	rxn00391_d_A	FMN hydrolase	FMN hydrolase, high substrate specificity (EC 3.1.3.-)	rxn00391_d
PS_complex_4f7c17	rxn00392_c_A	Riboflavin kinase	Riboflavin kinase (EC 2.7.1.26)	rxn00392_c
PS_complex_e8e51e	rxn00392_d_A	Riboflavin kinase	Riboflavin kinase (EC 2.7.1.26)	rxn00392_d
PS_complex_6930cc	rxn00394_d_A	Arginase	Arginase (EC 3.5.3.1)	rxn00394_d
PS_complex_796f28	rxn00394_m_A	Arginase	Arginase (EC 3.5.3.1)	rxn00394_m
PS_complex_888c20	rxn00408_c_A	Apyrase, ATP-diphosphatase	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00408_c
PS_complex_995ed8	rxn00408_g_A	Apyrase, ATP-diphosphatase	Apyrase, ATP-diphosphatase (EC 3.6.1.5)	rxn00408_g
PS_complex_07264f	rxn00409_c_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00409_c
PS_complex_fb668f	rxn00409_d_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00409_d
PS_complex_3f1d65	rxn00409_m_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00409_m
PS_complex_d8d2d9	rxn00409_n_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00409_n
PS_complex_224dc4	rxn00409_x_A	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00409_x
PS_complex_e298da	rxn00416_c_A	Asparagine synthetase	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	rxn00416_c
PS_complex_322e1d	rxn00420_d_A	Phosphoserine phosphatase	Phosphoserine phosphatase (EC 3.1.3.3)	rxn00420_d
PS_complex_18e260	rxn00424_x_A	Serine--glyoxylate aminotransferase	Serine--glyoxylate aminotransferase (EC 2.6.1.45)	rxn00424_x
PS_complex_6e006f	rxn00425_c_A	Serine racemase	Serine racemase (EC 5.1.1.18)	rxn00425_c
PS_complex_d6b06e	rxn00437_c_A	Thiamine-triphosphatase synthase	Thiamine-triphosphatase (ThTP) synthase (EC 2.7.4.15)	rxn00437_c
PS_complex_68ec1a	rxn00439_c_A	Thiamine-triphosphatase	Thiamine-triphosphatase (EC 3.6.1.28)	rxn00439_c
PS_complex_28bc91	rxn00440_c_A	Thiamin pyrophosphokinase	Thiamin pyrophosphokinase (EC 2.7.6.2)	rxn00440_c
PS_complex_07ebe5	rxn00451_c_A	Methionine S-methyltransferase	Methionine S-methyltransferase (EC 2.1.1.12)	rxn00451_c
PS_complex_8e0bc0	rxn00452_c_A	Homocysteine S-methyltransferase	Homocysteine S-methyltransferase (EC 2.1.1.10)	rxn00452_c
PS_complex_1d5d26	rxn00454_c_A	Methionine--glyoxylate aminotransferase	Methionine--glyoxylate aminotransferase (EC 2.6.1.73)	rxn00454_c
PS_complex_6e26a5	rxn00456_c_A	Methionine gamma-lyase	Methionine gamma-lyase (EC 4.4.1.11)	rxn00456_c
PS_complex_6785ba	rxn00459_c_A	Enolase	Enolase (EC 4.2.1.11)	rxn00459_c
PS_complex_726262	rxn00459_d_A	Enolase	Enolase (EC 4.2.1.11)	rxn00459_d
PS_complex_3d6bbf	rxn00459_n_A	Enolase	Enolase (EC 4.2.1.11)	rxn00459_n
PS_complex_aa3aa0	rxn00469_c_A	Acetylornithine deacetylase	Acetylornithine deacetylase (EC 3.5.1.16)	rxn00469_c
PS_complex_cf2b32	rxn00493_c_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00493_c
PS_complex_9d2085	rxn00493_d_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00493_d
PS_complex_35b8e8	rxn00493_m_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00493_m
PS_complex_d0d518	rxn00493_x_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00493_x
PS_complex_6f6745	rxn00495_c_A	Phenylalanine ammonia-lyase	Phenylalanine ammonia-lyase (EC 4.3.1.24)	rxn00495_c
PS_complex_0b2208	rxn00499_c_A	L-lactate dehydrogenase	L-lactate dehydrogenase (EC 1.1.1.27)	rxn00499_c
PS_complex_fb38cb	rxn00506_c_A	Aldehyde dehydrogenase	Aldehyde dehydrogenase (EC 1.2.1.3)	rxn00506_c
PS_complex_7f4d80	rxn00506_d_A	Aldehyde dehydrogenase	Aldehyde dehydrogenase (EC 1.2.1.3)	rxn00506_d
PS_complex_083a69	rxn00506_m_A	Aldehyde dehydrogenase	Aldehyde dehydrogenase (EC 1.2.1.3)	rxn00506_m
PS_complex_60e1fe	rxn00523_c_A	Tyrosine N-monooxygenase (EC 1.14.14.36)	tyrosine N-monooxygenase (EC 1.14.14.36)	rxn00523_c
PS_complex_230e9f	rxn00527_c_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00527_c
PS_complex_bee075	rxn00527_d_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00527_d
PS_complex_772f14	rxn00527_d_B	Histidinol-phosphate aminotransferase	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00527_d
PS_complex_583b7a	rxn00527_d_C	Tyrosine aminotransferase	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527_d
PS_complex_35d288	rxn00527_m_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00527_m
PS_complex_1e7455	rxn00527_x_A	Aspartate aminotransferase	Aspartate aminotransferase (EC 2.6.1.1)	rxn00527_x
PS_complex_166eaa	rxn00530_c_A	Phenylalanine ammonia-lyase	Phenylalanine ammonia-lyase (EC 4.3.1.24)	rxn00530_c
PS_complex_c729ad	rxn00541_c_A	Low-specificity L-threonine aldolase	Low-specificity L-threonine aldolase (EC 4.1.2.48)	rxn00541_c
