"PSI","Species A","Species B"
"0.16","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.010G103100.1"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.214"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00727.2"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000160216"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000226756"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000619822"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os04g56900.1"
"0.16","sp|Q9FPW3|DBBT_TAXCU","PWA21316.1"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.010G103100.1"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Smoellendorffii_v1.0||414046"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Sphagnum_fallax||Sphfalx13G018600.1"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Taxus_chinensis||evm2.model.Chr12.940"
"0.16","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d024864_T001"
"0.16","sp|Q9M6E2|DBAT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.213"
"0.16","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000619822"
"0.16","sp|Q9M6E2|DBAT_TAXCU","PWA21316.1"
"0.16","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.412"
"0.16","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi2g43537.1"
"0.16","sp|Q9M6F0|T5AT_TAXCU","GWHPAOSJ028215"
"0.16","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000303816"
"0.16","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000419297"
"0.16","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os12g37790.1"
"0.16","sp|Q9M6F0|T5AT_TAXCU","Sbicolor_v3.1.1||Sobic.010G103100.1"
"0.16","sp|Q9M6F0|T5AT_TAXCU","Taxus_chinensis||evm2.model.Chr01.618"
"0.17","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.339","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.339","sp|Q9M6F0|T5AT_TAXCU"
"0.17","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.214","sp|Q8LL69|DBNBT_TAXCA"
"0.17","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.214","sp|Q9M6F0|T5AT_TAXCU"
"0.17","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00045.99","sp|Q9FPW3|DBBT_TAXCU"
"0.17","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00727.2","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Bdistachyon_v3.1||Bradi1g72210.1","sp|Q9FPW3|DBBT_TAXCU"
"0.17","Bdistachyon_v3.1||Bradi1g72210.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.17","Bdistachyon_v3.1||Bradi4g24210.2","sp|Q9M6E2|DBAT_TAXCU"
"0.17","GWHPAOSJ021735","sp|Q9FPW3|DBBT_TAXCU"
"0.17","GWHPAOSJ022736","sp|Q9M6E2|DBAT_TAXCU"
"0.17","GWHPAOSJ028215","sp|Q9M6E2|DBAT_TAXCU"
"0.17","GWHPAOSJ028537","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Gmax_Wm82.a4.v1||Glyma.08G071501.1","sp|Q9FPW3|DBBT_TAXCU"
"0.17","Gmax_Wm82.a4.v1||Glyma.08G071501.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.17","Mdomestica_v1.0||MDP0000226756","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Mdomestica_v1.0||MDP0000270476","sp|Q8LL69|DBNBT_TAXCA"
"0.17","Mdomestica_v1.0||MDP0000270476","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.17","Mdomestica_v1.0||MDP0000297027","sp|Q9FPW3|DBBT_TAXCU"
"0.17","Mdomestica_v1.0||MDP0000300836","sp|Q9FPW3|DBBT_TAXCU"
"0.17","Mdomestica_v1.0||MDP0000300836","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Mdomestica_v1.0||MDP0000303816","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Mdomestica_v1.0||MDP0000419297","sp|Q8LL69|DBNBT_TAXCA"
"0.17","Mdomestica_v1.0||MDP0000419297","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Mdomestica_v1.0||MDP0000639570","sp|Q9M6F0|T5AT_TAXCU"
"0.17","Mdomestica_v1.0||MDP0000639570","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.17","Osativa_v7.0||LOC_Os04g56900.1","sp|Q9M6F0|T5AT_TAXCU"
"0.17","Osativa_v7.0||LOC_Os05g02590.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.17","Osativa_v7.0||LOC_Os10g18430.1","sp|Q9M6F0|T5AT_TAXCU"
"0.17","PWA21316.1","sp|Q8LL69|DBNBT_TAXCA"
"0.17","Ptrichocarpa_v4.1||Potri.001G447832.1","sp|Q9FPW3|DBBT_TAXCU"
"0.17","Ptrichocarpa_v4.1||Potri.001G447832.1","sp|Q9M6F0|T5AT_TAXCU"
"0.17","Sbicolor_v3.1.1||Sobic.005G183700.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.17","Sbicolor_v3.1.1||Sobic.010G103100.1","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Smoellendorffii_v1.0||414046","sp|Q9M6F0|T5AT_TAXCU"
"0.17","Smoellendorffii_v1.0||419914","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Sphagnum_fallax||Sphfalx13G018600.1","sp|Q9M6F0|T5AT_TAXCU"
"0.17","Sphagnum_fallax||Sphfalx13G018600.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.17","Spolyrhiza_v2||Spipo12G0047500","sp|Q8LL69|DBNBT_TAXCA"
"0.17","Spolyrhiza_v2||Spipo30G0014600","sp|Q8LL69|DBNBT_TAXCA"
"0.17","Taxus_chinensis||evm2.model.Chr02.3587","sp|Q9M6E2|DBAT_TAXCU"
"0.17","Taxus_chinensis||evm2.model.Chr02.3587","sp|Q9M6F0|T5AT_TAXCU"
"0.17","Taxus_chinensis||evm2.model.Chr12.940","sp|Q9M6F0|T5AT_TAXCU"
"0.17","Zmays_RefGen_V4||Zm00001d037490_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.17","sp|Q8LL69|DBNBT_TAXCA","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.214"
"0.17","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000270476"
"0.17","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000419297"
"0.17","sp|Q8LL69|DBNBT_TAXCA","PWA21316.1"
"0.17","sp|Q8LL69|DBNBT_TAXCA","Spolyrhiza_v2||Spipo12G0047500"
"0.17","sp|Q8LL69|DBNBT_TAXCA","Spolyrhiza_v2||Spipo30G0014600"
"0.17","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d037490_T001"
"0.17","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00045.99"
"0.17","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi1g72210.1"
"0.17","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ021735"
"0.17","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.08G071501.1"
"0.17","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000297027"
"0.17","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000300836"
"0.17","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.001G447832.1"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.339"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00727.2"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi4g24210.2"
"0.17","sp|Q9M6E2|DBAT_TAXCU","GWHPAOSJ022736"
"0.17","sp|Q9M6E2|DBAT_TAXCU","GWHPAOSJ028215"
"0.17","sp|Q9M6E2|DBAT_TAXCU","GWHPAOSJ028537"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000226756"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000300836"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000303816"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000419297"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.010G103100.1"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Smoellendorffii_v1.0||419914"
"0.17","sp|Q9M6E2|DBAT_TAXCU","Taxus_chinensis||evm2.model.Chr02.3587"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.339"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.214"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000639570"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os04g56900.1"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os10g18430.1"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.001G447832.1"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Smoellendorffii_v1.0||414046"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Sphagnum_fallax||Sphfalx13G018600.1"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Taxus_chinensis||evm2.model.Chr02.3587"
"0.17","sp|Q9M6F0|T5AT_TAXCU","Taxus_chinensis||evm2.model.Chr12.940"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.339","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.412","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.418","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.213","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00024.320","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00038.27","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00038.27","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00038.27","sp|Q9M6F0|T5AT_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00057.237","sp|Q9M6E2|DBAT_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00057.237","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00058.198","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00058.199","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00138.30","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00138.30","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00138.30","sp|Q9M6E2|DBAT_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00138.30","sp|Q9M6F0|T5AT_TAXCU"
"0.18","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00138.30","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Bdistachyon_v3.1||Bradi1g72200.2","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Bdistachyon_v3.1||Bradi1g72200.2","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Bdistachyon_v3.1||Bradi1g72220.1","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Bdistachyon_v3.1||Bradi1g72220.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Bdistachyon_v3.1||Bradi1g72230.1","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Bdistachyon_v3.1||Bradi3g23280.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Bdistachyon_v3.1||Bradi4g24210.2","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Bdistachyon_v3.1||Bradi4g24210.2","sp|Q9M6F0|T5AT_TAXCU"
"0.18","Csinensis_v1.1||orange1.1g031989m","sp|Q8LL69|DBNBT_TAXCA"
"0.18","GWHPAOSJ022736","sp|Q8LL69|DBNBT_TAXCA"
"0.18","GWHPAOSJ028215","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Gmax_Wm82.a4.v1||Glyma.08G071501.1","sp|Q9M6F0|T5AT_TAXCU"
"0.18","Mdomestica_v1.0||MDP0000226756","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Mdomestica_v1.0||MDP0000226756","sp|Q9M6F0|T5AT_TAXCU"
"0.18","Mdomestica_v1.0||MDP0000270476","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Mdomestica_v1.0||MDP0000270476","sp|Q9M6E2|DBAT_TAXCU"
"0.18","Mdomestica_v1.0||MDP0000297027","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Mdomestica_v1.0||MDP0000300836","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Mdomestica_v1.0||MDP0000303816","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Mdomestica_v1.0||MDP0000303816","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Mdomestica_v1.0||MDP0000419297","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Mdomestica_v1.0||MDP0000619822","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Mdomestica_v1.0||MDP0000619822","sp|Q9M6F0|T5AT_TAXCU"
"0.18","Mdomestica_v1.0||MDP0000639570","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Mdomestica_v1.0||MDP0000639570","sp|Q9M6E2|DBAT_TAXCU"
"0.18","Osativa_v7.0||LOC_Os05g02590.1","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Osativa_v7.0||LOC_Os05g02590.1","sp|Q9M6E2|DBAT_TAXCU"
"0.18","Osativa_v7.0||LOC_Os10g23820.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","PWA21316.1","sp|Q9M6F0|T5AT_TAXCU"
"0.18","PWA41951.1","sp|Q9M6F0|T5AT_TAXCU"
"0.18","PWA90336.1","sp|Q9FPW3|DBBT_TAXCU"
"0.18","PWA90336.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Slycopersicum_ITAG3.2||Solyc05g015795.1.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Slycopersicum_ITAG3.2||Solyc08g005750.2.1","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Smoellendorffii_v1.0||414046","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Smoellendorffii_v1.0||419914","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Sphagnum_fallax||Sphfalx13G018600.1","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Sphagnum_fallax||Sphfalx13G018600.1","sp|Q9M6E2|DBAT_TAXCU"
"0.18","Sphagnum_fallax||Sphfalx13G089300.1","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Sphagnum_fallax||Sphfalx13G089300.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Spolyrhiza_v2||Spipo0G0170600","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Spolyrhiza_v2||Spipo12G0047500","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Spolyrhiza_v2||Spipo12G0047500","sp|Q9M6E2|DBAT_TAXCU"
"0.18","Taxus_chinensis||evm2.model.Chr02.3587","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Taxus_chinensis||evm2.model.Chr02.3587","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Taxus_chinensis||evm2.model.Chr10.3180","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","Taxus_chinensis||evm2.model.Chr12.405","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Taxus_chinensis||evm2.model.Chr12.940","sp|Q8LL69|DBNBT_TAXCA"
"0.18","Zmays_RefGen_V4||Zm00001d035249_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.18","Zmays_RefGen_V4||Zm00001d048872_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.412"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.213"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00038.27"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00138.30"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Csinensis_v1.1||orange1.1g031989m"
"0.18","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ022736"
"0.18","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ028215"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000226756"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000297027"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000300836"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000303816"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000619822"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Smoellendorffii_v1.0||414046"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Sphagnum_fallax||Sphfalx13G018600.1"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Spolyrhiza_v2||Spipo0G0170600"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Taxus_chinensis||evm2.model.Chr02.3587"
"0.18","sp|Q8LL69|DBNBT_TAXCA","Taxus_chinensis||evm2.model.Chr12.940"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.339"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00038.27"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00138.30"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi1g72200.2"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi1g72220.1"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi1g72230.1"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi4g24210.2"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000270476"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000639570"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os05g02590.1"
"0.18","sp|Q9FPW3|DBBT_TAXCU","PWA90336.1"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Slycopersicum_ITAG3.2||Solyc08g005750.2.1"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Smoellendorffii_v1.0||419914"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Sphagnum_fallax||Sphfalx13G089300.1"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Spolyrhiza_v2||Spipo12G0047500"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Taxus_chinensis||evm2.model.Chr02.3587"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Taxus_chinensis||evm2.model.Chr12.405"
"0.18","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d035249_T001"
"0.18","sp|Q9M6E2|DBAT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00057.237"
"0.18","sp|Q9M6E2|DBAT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00138.30"
"0.18","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000270476"
"0.18","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000639570"
"0.18","sp|Q9M6E2|DBAT_TAXCU","Osativa_v7.0||LOC_Os05g02590.1"
"0.18","sp|Q9M6E2|DBAT_TAXCU","Sphagnum_fallax||Sphfalx13G018600.1"
"0.18","sp|Q9M6E2|DBAT_TAXCU","Spolyrhiza_v2||Spipo12G0047500"
"0.18","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00038.27"
"0.18","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00138.30"
"0.18","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi4g24210.2"
"0.18","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.08G071501.1"
"0.18","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000226756"
"0.18","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000619822"
"0.18","sp|Q9M6F0|T5AT_TAXCU","PWA21316.1"
"0.18","sp|Q9M6F0|T5AT_TAXCU","PWA41951.1"
"0.19","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.209","sp|Q8LL69|DBNBT_TAXCA"
"0.19","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00024.320","sp|Q9FPW3|DBBT_TAXCU"
"0.19","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00024.320","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00058.197","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.19","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00727.2","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Bdistachyon_v3.1||Bradi1g12370.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.19","Bdistachyon_v3.1||Bradi1g72200.2","sp|Q9M6E2|DBAT_TAXCU"
"0.19","Bdistachyon_v3.1||Bradi1g72200.2","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Bdistachyon_v3.1||Bradi1g72210.1","sp|Q9M6E2|DBAT_TAXCU"
"0.19","Bdistachyon_v3.1||Bradi1g72230.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.19","Bdistachyon_v3.1||Bradi1g72237.1","sp|Q9FPW3|DBBT_TAXCU"
"0.19","Bdistachyon_v3.1||Bradi3g23280.1","sp|Q9FPW3|DBBT_TAXCU"
"0.19","Bdistachyon_v3.1||Bradi4g24210.2","sp|Q8LL69|DBNBT_TAXCA"
"0.19","Bdistachyon_v3.1||Bradi5g25166.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.19","Csinensis_v1.1||orange1.1g031989m","sp|Q9FPW3|DBBT_TAXCU"
"0.19","Csinensis_v1.1||orange1.1g031989m","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Csinensis_v1.1||orange1.1g036972m","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Csinensis_v1.1||orange1.1g036972m","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.19","Csinensis_v1.1||orange1.1g045235m","sp|Q8LL69|DBNBT_TAXCA"
"0.19","GWHPAOSJ012881","sp|Q9FPW3|DBBT_TAXCU"
"0.19","GWHPAOSJ012881","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.19","GWHPAOSJ021735","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Gmax_Wm82.a4.v1||Glyma.08G071501.1","sp|Q9M6E2|DBAT_TAXCU"
"0.19","Mdomestica_v1.0||MDP0000160216","sp|Q9M6E2|DBAT_TAXCU"
"0.19","Mdomestica_v1.0||MDP0000160216","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Mdomestica_v1.0||MDP0000261618","sp|Q8LL69|DBNBT_TAXCA"
"0.19","Mdomestica_v1.0||MDP0000270476","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Mdomestica_v1.0||MDP0000300836","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Mdomestica_v1.0||MDP0000722697","sp|Q9FPW3|DBBT_TAXCU"
"0.19","Mdomestica_v1.0||MDP0000722697","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Olucimarinus_v2.0||28702","sp|Q8LL69|DBNBT_TAXCA"
"0.19","Osativa_v7.0||LOC_Os01g26100.1","sp|Q9FPW3|DBBT_TAXCU"
"0.19","Osativa_v7.0||LOC_Os03g08720.1","sp|Q9FPW3|DBBT_TAXCU"
"0.19","Osativa_v7.0||LOC_Os03g47860.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.19","Osativa_v7.0||LOC_Os04g56910.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.19","Osativa_v7.0||LOC_Os05g02590.1","sp|Q9M6F0|T5AT_TAXCU"
"0.19","Osativa_v7.0||LOC_Os07g39890.1","sp|Q9FPW3|DBBT_TAXCU"
"0.19","Osativa_v7.0||LOC_Os10g23310.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.19","Osativa_v7.0||LOC_Os10g23820.1","sp|Q9FPW3|DBBT_TAXCU"
"0.19","PWA41951.1","sp|Q8LL69|DBNBT_TAXCA"
"0.19","PWA70548.1","sp|Q8LL69|DBNBT_TAXCA"
"0.19","PWA70548.1","sp|Q9FPW3|DBBT_TAXCU"
"0.19","Sbicolor_v3.1.1||Sobic.005G183700.1","sp|Q8LL69|DBNBT_TAXCA"
"0.19","Sbicolor_v3.1.1||Sobic.005G183700.1","sp|Q9FPW3|DBBT_TAXCU"
