"PSI","Species A","Species B"
"0.20","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx04G089300.1"
"0.20","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx17G018300.1"
"0.20","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi3g35840.1"
"0.20","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi5g03889.1"
"0.20","sp|Q8W4T9|T13H_TAXCU","Creinhardtii_v5.6||Cre05.g234100.t1.2"
"0.20","sp|Q8W4T9|T13H_TAXCU","Creinhardtii_v5.6||Cre08.g384000.t1.1"
"0.20","sp|Q8W4T9|T13H_TAXCU","Creinhardtii_v5.6||Cre10.g426700.t1.1"
"0.20","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.09G144300.2"
"0.20","sp|Q8W4T9|T13H_TAXCU","Olucimarinus_v2.0||42499"
"0.20","sp|Q8W4T9|T13H_TAXCU","Osativa_v7.0||LOC_Os10g10040.1"
"0.20","sp|Q8W4T9|T13H_TAXCU","Osativa_v7.0||LOC_Os10g23160.1"
"0.20","sp|Q8W4T9|T13H_TAXCU","PWA34655.1"
"0.20","sp|Q8W4T9|T13H_TAXCU","Slycopersicum_ITAG3.2||Solyc04g080650.3.1"
"0.20","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.Chr06.3293"
"0.21","Athaliana_TAIR10||AT5G14400.1","sp|Q6WG30|T5H_TAXCU"
"0.21","Athaliana_TAIR10||AT5G14400.1","sp|Q84KI1|T14H_TAXCU"
"0.21","Athaliana_TAIR10||AT5G14400.1","sp|Q9AXM6|T10H_TAXCU"
"0.21","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00171.20","sp|Q6WG30|T5H_TAXCU"
"0.21","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00171.20","sp|Q8W4T9|T13H_TAXCU"
"0.21","Bdistachyon_v3.1||Bradi4g09019.1","sp|Q84KI1|T14H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre05.g234100.t1.2","sp|Q6WG30|T5H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre10.g426700.t1.1","sp|Q6WG30|T5H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre10.g426700.t1.1","sp|Q84KI1|T14H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre10.g426700.t1.1","sp|Q9AXM6|T10H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre10.g426750.t1.2","sp|Q6WG30|T5H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre10.g426950.t1.2","sp|Q8W4T9|T13H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre10.g427500.t1.2","sp|Q6WG30|T5H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre10.g427500.t1.2","sp|Q84KI1|T14H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre10.g427500.t1.2","sp|Q8W4T9|T13H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre10.g427500.t1.2","sp|Q9AXM6|T10H_TAXCU"
"0.21","Creinhardtii_v5.6||Cre11.g467627.t1.1","sp|Q9AXM6|T10H_TAXCU"
"0.21","GWHPAOSJ025326","sp|Q9AXM6|T10H_TAXCU"
"0.21","Gmax_Wm82.a4.v1||Glyma.16G110700.1","sp|Q84KI1|T14H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000123988","sp|Q6WG30|T5H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000123988","sp|Q84KI1|T14H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000211157","sp|Q8W4T9|T13H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000239588","sp|Q6WG30|T5H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000239588","sp|Q9AXM6|T10H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000276663","sp|Q8W4T9|T13H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000292715","sp|Q8W4T9|T13H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000302143","sp|Q9AXM6|T10H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000734189","sp|Q84KI1|T14H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000734189","sp|Q8W4T9|T13H_TAXCU"
"0.21","Mdomestica_v1.0||MDP0000734189","sp|Q9AXM6|T10H_TAXCU"
"0.21","Osativa_v7.0||LOC_Os07g33600.1","sp|Q9AXM6|T10H_TAXCU"
"0.21","Osativa_v7.0||LOC_Os10g19140.1","sp|Q6WG30|T5H_TAXCU"
"0.21","Osativa_v7.0||LOC_Os10g19140.1","sp|Q84KI1|T14H_TAXCU"
"0.21","PWA34655.1","sp|Q6WG30|T5H_TAXCU"
"0.21","PWA34655.1","sp|Q84KI1|T14H_TAXCU"
"0.21","PWA40606.1","sp|Q8W4T9|T13H_TAXCU"
"0.21","PWA41899.1","sp|Q84KI1|T14H_TAXCU"
"0.21","PWA48203.1","sp|Q6WG30|T5H_TAXCU"
"0.21","PWA48281.1","sp|Q84KI1|T14H_TAXCU"
"0.21","PWA89633.1","sp|Q6WG30|T5H_TAXCU"
"0.21","Slycopersicum_ITAG3.2||Solyc04g080650.3.1","sp|Q6WG30|T5H_TAXCU"
"0.21","Slycopersicum_ITAG3.2||Solyc04g080650.3.1","sp|Q84KI1|T14H_TAXCU"
"0.21","Slycopersicum_ITAG3.2||Solyc10g007860.3.1","sp|Q9AXM6|T10H_TAXCU"
"0.21","Smoellendorffii_v1.0||151754","sp|Q6WG30|T5H_TAXCU"
"0.21","Sphagnum_fallax||Sphfalx04G089300.1","sp|Q6WG30|T5H_TAXCU"
"0.21","Sphagnum_fallax||Sphfalx17G018300.1","sp|Q9AXM6|T10H_TAXCU"
"0.21","Zmays_RefGen_V4||Zm00001d028694_T001","sp|Q6WG30|T5H_TAXCU"
"0.21","Zmays_RefGen_V4||Zm00001d028694_T001","sp|Q8W4T9|T13H_TAXCU"
"0.21","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT5G14400.1"
"0.21","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00171.20"
"0.21","sp|Q6WG30|T5H_TAXCU","Creinhardtii_v5.6||Cre05.g234100.t1.2"
"0.21","sp|Q6WG30|T5H_TAXCU","Creinhardtii_v5.6||Cre10.g426700.t1.1"
"0.21","sp|Q6WG30|T5H_TAXCU","Creinhardtii_v5.6||Cre10.g426750.t1.2"
"0.21","sp|Q6WG30|T5H_TAXCU","Creinhardtii_v5.6||Cre10.g427500.t1.2"
"0.21","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000123988"
"0.21","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000239588"
"0.21","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os10g19140.1"
"0.21","sp|Q6WG30|T5H_TAXCU","PWA34655.1"
"0.21","sp|Q6WG30|T5H_TAXCU","PWA48203.1"
"0.21","sp|Q6WG30|T5H_TAXCU","PWA89633.1"
"0.21","sp|Q6WG30|T5H_TAXCU","Slycopersicum_ITAG3.2||Solyc04g080650.3.1"
"0.21","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||151754"
"0.21","sp|Q6WG30|T5H_TAXCU","Sphagnum_fallax||Sphfalx04G089300.1"
"0.21","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d028694_T001"
"0.21","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT5G14400.1"
"0.21","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi4g09019.1"
"0.21","sp|Q84KI1|T14H_TAXCU","Creinhardtii_v5.6||Cre10.g426700.t1.1"
"0.21","sp|Q84KI1|T14H_TAXCU","Creinhardtii_v5.6||Cre10.g427500.t1.2"
"0.21","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G110700.1"
"0.21","sp|Q84KI1|T14H_TAXCU","Mdomestica_v1.0||MDP0000123988"
"0.21","sp|Q84KI1|T14H_TAXCU","Mdomestica_v1.0||MDP0000734189"
"0.21","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os10g19140.1"
"0.21","sp|Q84KI1|T14H_TAXCU","PWA34655.1"
"0.21","sp|Q84KI1|T14H_TAXCU","PWA41899.1"
"0.21","sp|Q84KI1|T14H_TAXCU","PWA48281.1"
"0.21","sp|Q84KI1|T14H_TAXCU","Slycopersicum_ITAG3.2||Solyc04g080650.3.1"
"0.21","sp|Q8W4T9|T13H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00171.20"
"0.21","sp|Q8W4T9|T13H_TAXCU","Creinhardtii_v5.6||Cre10.g426950.t1.2"
"0.21","sp|Q8W4T9|T13H_TAXCU","Creinhardtii_v5.6||Cre10.g427500.t1.2"
"0.21","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000211157"
"0.21","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000276663"
"0.21","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000292715"
"0.21","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000734189"
"0.21","sp|Q8W4T9|T13H_TAXCU","PWA40606.1"
"0.21","sp|Q8W4T9|T13H_TAXCU","Zmays_RefGen_V4||Zm00001d028694_T001"
"0.22","Athaliana_TAIR10||AT1G78490.1","sp|Q84KI1|T14H_TAXCU"
"0.22","Athaliana_TAIR10||AT5G14400.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","Athaliana_TAIR10||AT5G48000.1","sp|Q84KI1|T14H_TAXCU"
"0.22","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.152","sp|Q6WG30|T5H_TAXCU"
"0.22","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.152","sp|Q84KI1|T14H_TAXCU"
"0.22","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00049.138","sp|Q9AXM6|T10H_TAXCU"
"0.22","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00171.20","sp|Q84KI1|T14H_TAXCU"
"0.22","Bdistachyon_v3.1||Bradi3g35840.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","Bdistachyon_v3.1||Bradi4g09019.1","sp|Q6WG30|T5H_TAXCU"
"0.22","Bdistachyon_v3.1||Bradi4g09019.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","Bdistachyon_v3.1||Bradi5g03889.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre01.g038500.t1.2","sp|Q9AXM6|T10H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre05.g234100.t1.2","sp|Q9AXM6|T10H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre07.g325000.t1.1","sp|Q6WG30|T5H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre07.g325000.t1.1","sp|Q84KI1|T14H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre10.g426600.t1.2","sp|Q84KI1|T14H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre10.g426750.t1.2","sp|Q84KI1|T14H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre10.g426950.t1.2","sp|Q6WG30|T5H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre10.g426950.t1.2","sp|Q84KI1|T14H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre10.g427350.t1.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre10.g427350.t1.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre11.g467627.t1.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","Creinhardtii_v5.6||Cre17.g731750.t1.1","sp|Q84KI1|T14H_TAXCU"
"0.22","GWHPAOSJ025326","sp|Q84KI1|T14H_TAXCU"
"0.22","GWHPAOSJ025326","sp|Q8W4T9|T13H_TAXCU"
"0.22","Gmax_Wm82.a4.v1||Glyma.01G199800.2","sp|Q84KI1|T14H_TAXCU"
"0.22","Gmax_Wm82.a4.v1||Glyma.05G051900.1","sp|Q6WG30|T5H_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000123988","sp|Q8W4T9|T13H_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000196263","sp|Q9AXM6|T10H_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000211157","sp|Q6WG30|T5H_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000211157","sp|Q9AXM6|T10H_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000239588","sp|Q8W4T9|T13H_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000266563","sp|Q8W4T9|T13H_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000302143","sp|Q6WG30|T5H_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000302143","sp|Q8W4T9|T13H_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000734189","sp|Q6WG30|T5H_TAXCU"
"0.22","Olucimarinus_v2.0||42499","sp|Q9AXM6|T10H_TAXCU"
"0.22","Osativa_v7.0||LOC_Os07g33600.1","sp|Q6WG30|T5H_TAXCU"
"0.22","Osativa_v7.0||LOC_Os10g10040.1","sp|Q84KI1|T14H_TAXCU"
"0.22","Osativa_v7.0||LOC_Os10g10040.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","PWA41899.1","sp|Q6WG30|T5H_TAXCU"
"0.22","PWA41899.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","PWA41899.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","PWA48281.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","PWA55189.1","sp|Q84KI1|T14H_TAXCU"
"0.22","PWA55189.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","PWA59481.1","sp|Q6WG30|T5H_TAXCU"
"0.22","PWA59481.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","PWA81420.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","PWA83993.1","sp|Q6WG30|T5H_TAXCU"
"0.22","PWA83993.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","PWA86360.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","PWA89633.1","sp|Q84KI1|T14H_TAXCU"
"0.22","PWA89633.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","PWA96011.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","Ptrichocarpa_v4.1||Potri.012G071200.2","sp|Q6WG30|T5H_TAXCU"
"0.22","Sbicolor_v3.1.1||Sobic.001G423666.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","Slycopersicum_ITAG3.2||Solyc04g080650.3.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","Slycopersicum_ITAG3.2||Solyc07g064470.3.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","Slycopersicum_ITAG3.2||Solyc07g064470.3.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","Slycopersicum_ITAG3.2||Solyc08g007900.2.1","sp|Q8W4T9|T13H_TAXCU"
"0.22","Slycopersicum_ITAG3.2||Solyc12g006460.2.1","sp|Q6WG30|T5H_TAXCU"
"0.22","Slycopersicum_ITAG3.2||Solyc12g006460.2.1","sp|Q9AXM6|T10H_TAXCU"
"0.22","Spolyrhiza_v2||Spipo9G0015800","sp|Q84KI1|T14H_TAXCU"
"0.22","Taxus_chinensis||evm2.model.Chr05.203","sp|Q6WG30|T5H_TAXCU"
"0.22","Taxus_chinensis||evm2.model.Chr05.203","sp|Q84KI1|T14H_TAXCU"
"0.22","Taxus_chinensis||evm2.model.Chr05.203","sp|Q9AXM6|T10H_TAXCU"
"0.22","Taxus_chinensis||evm2.model.Chr05.2651","sp|Q84KI1|T14H_TAXCU"
"0.22","Taxus_chinensis||evm2.model.Chr05.2651","sp|Q8W4T9|T13H_TAXCU"
"0.22","Taxus_chinensis||evm2.model.Chr05.2651","sp|Q9AXM6|T10H_TAXCU"
"0.22","Taxus_chinensis||evm2.model.unplaceContig_96.5","sp|Q84KI1|T14H_TAXCU"
"0.22","Taxus_chinensis||evm2.model.unplaceContig_96.5","sp|Q8W4T9|T13H_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d028694_T001","sp|Q9AXM6|T10H_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d033470_T001","sp|Q6WG30|T5H_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d033470_T001","sp|Q84KI1|T14H_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d033470_T001","sp|Q8W4T9|T13H_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d033470_T001","sp|Q9AXM6|T10H_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d045563_T001","sp|Q6WG30|T5H_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d045563_T001","sp|Q8W4T9|T13H_TAXCU"
"0.22","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.152"
"0.22","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi4g09019.1"
"0.22","sp|Q6WG30|T5H_TAXCU","Creinhardtii_v5.6||Cre07.g325000.t1.1"
"0.22","sp|Q6WG30|T5H_TAXCU","Creinhardtii_v5.6||Cre10.g426950.t1.2"
"0.22","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.05G051900.1"
"0.22","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000211157"
"0.22","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000302143"
"0.22","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000734189"
"0.22","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os07g33600.1"
"0.22","sp|Q6WG30|T5H_TAXCU","PWA41899.1"
"0.22","sp|Q6WG30|T5H_TAXCU","PWA59481.1"
"0.22","sp|Q6WG30|T5H_TAXCU","PWA83993.1"
"0.22","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.012G071200.2"
"0.22","sp|Q6WG30|T5H_TAXCU","Slycopersicum_ITAG3.2||Solyc12g006460.2.1"
"0.22","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr05.203"
"0.22","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d033470_T001"
"0.22","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d045563_T001"
"0.22","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT1G78490.1"
"0.22","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT5G48000.1"
"0.22","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.152"
"0.22","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00171.20"
"0.22","sp|Q84KI1|T14H_TAXCU","Creinhardtii_v5.6||Cre07.g325000.t1.1"
"0.22","sp|Q84KI1|T14H_TAXCU","Creinhardtii_v5.6||Cre10.g426600.t1.2"
"0.22","sp|Q84KI1|T14H_TAXCU","Creinhardtii_v5.6||Cre10.g426750.t1.2"
"0.22","sp|Q84KI1|T14H_TAXCU","Creinhardtii_v5.6||Cre10.g426950.t1.2"
"0.22","sp|Q84KI1|T14H_TAXCU","Creinhardtii_v5.6||Cre17.g731750.t1.1"
"0.22","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ025326"
"0.22","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.01G199800.2"
"0.22","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os10g10040.1"
"0.22","sp|Q84KI1|T14H_TAXCU","PWA55189.1"
"0.22","sp|Q84KI1|T14H_TAXCU","PWA89633.1"
"0.22","sp|Q84KI1|T14H_TAXCU","Spolyrhiza_v2||Spipo9G0015800"
"0.22","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr05.203"
"0.22","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr05.2651"
"0.22","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.unplaceContig_96.5"
"0.22","sp|Q84KI1|T14H_TAXCU","Zmays_RefGen_V4||Zm00001d033470_T001"
"0.22","sp|Q8W4T9|T13H_TAXCU","Athaliana_TAIR10||AT5G14400.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","Creinhardtii_v5.6||Cre10.g427350.t1.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","Creinhardtii_v5.6||Cre11.g467627.t1.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ025326"
"0.22","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000123988"
"0.22","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000239588"
"0.22","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000266563"
"0.22","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000302143"
"0.22","sp|Q8W4T9|T13H_TAXCU","PWA41899.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","PWA48281.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","PWA81420.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","PWA86360.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","PWA89633.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","PWA96011.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","Slycopersicum_ITAG3.2||Solyc07g064470.3.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","Slycopersicum_ITAG3.2||Solyc08g007900.2.1"
"0.22","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.Chr05.2651"
"0.22","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.unplaceContig_96.5"
"0.22","sp|Q8W4T9|T13H_TAXCU","Zmays_RefGen_V4||Zm00001d033470_T001"
"0.22","sp|Q8W4T9|T13H_TAXCU","Zmays_RefGen_V4||Zm00001d045563_T001"
"0.23","Athaliana_TAIR10||AT1G55940.1","sp|Q8W4T9|T13H_TAXCU"
"0.23","Athaliana_TAIR10||AT1G78490.1","sp|Q8W4T9|T13H_TAXCU"
"0.23","Athaliana_TAIR10||AT3G44970.1","sp|Q6WG30|T5H_TAXCU"
"0.23","Athaliana_TAIR10||AT3G44970.1","sp|Q84KI1|T14H_TAXCU"
"0.23","Athaliana_TAIR10||AT3G44970.1","sp|Q8W4T9|T13H_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00032.257","sp|Q84KI1|T14H_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00032.257","sp|Q9AXM6|T10H_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.152","sp|Q8W4T9|T13H_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.152","sp|Q9AXM6|T10H_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00049.138","sp|Q8W4T9|T13H_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi4g09019.1","sp|Q8W4T9|T13H_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi5g03889.1","sp|Q6WG30|T5H_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi5g03889.1","sp|Q84KI1|T14H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre01.g038500.t1.2","sp|Q6WG30|T5H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre01.g038500.t1.2","sp|Q84KI1|T14H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre01.g038500.t1.2","sp|Q8W4T9|T13H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre07.g325000.t1.1","sp|Q9AXM6|T10H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre10.g426600.t1.2","sp|Q6WG30|T5H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre10.g426600.t1.2","sp|Q8W4T9|T13H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre10.g426750.t1.2","sp|Q8W4T9|T13H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre10.g426750.t1.2","sp|Q9AXM6|T10H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre10.g426950.t1.2","sp|Q9AXM6|T10H_TAXCU"
"0.23","Creinhardtii_v5.6||Cre10.g427350.t1.1","sp|Q6WG30|T5H_TAXCU"
"0.23","Csinensis_v1.1||orange1.1g015696m","sp|Q6WG30|T5H_TAXCU"
"0.23","Csinensis_v1.1||orange1.1g015696m","sp|Q8W4T9|T13H_TAXCU"
"0.23","Csinensis_v1.1||orange1.1g037545m","sp|Q6WG30|T5H_TAXCU"
"0.23","Csinensis_v1.1||orange1.1g037545m","sp|Q9AXM6|T10H_TAXCU"
"0.23","GWHPAOSJ012021","sp|Q6WG30|T5H_TAXCU"
"0.23","GWHPAOSJ012021","sp|Q8W4T9|T13H_TAXCU"
"0.23","GWHPAOSJ012021","sp|Q9AXM6|T10H_TAXCU"
"0.23","GWHPAOSJ025326","sp|Q6WG30|T5H_TAXCU"
"0.23","Gmax_Wm82.a4.v1||Glyma.01G170000.1","sp|Q6WG30|T5H_TAXCU"
"0.23","Gmax_Wm82.a4.v1||Glyma.01G170000.1","sp|Q84KI1|T14H_TAXCU"
"0.23","Gmax_Wm82.a4.v1||Glyma.05G051900.1","sp|Q84KI1|T14H_TAXCU"
"0.23","Gmax_Wm82.a4.v1||Glyma.05G051900.1","sp|Q8W4T9|T13H_TAXCU"
"0.23","Gmax_Wm82.a4.v1||Glyma.05G051900.1","sp|Q9AXM6|T10H_TAXCU"
"0.23","Gmax_Wm82.a4.v1||Glyma.14G027600.3","sp|Q6WG30|T5H_TAXCU"
"0.23","Gmax_Wm82.a4.v1||Glyma.14G027600.3","sp|Q84KI1|T14H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000155575","sp|Q84KI1|T14H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000155575","sp|Q9AXM6|T10H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000196263","sp|Q8W4T9|T13H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000211157","sp|Q84KI1|T14H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000242569","sp|Q84KI1|T14H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000266563","sp|Q6WG30|T5H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000266563","sp|Q84KI1|T14H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000266563","sp|Q9AXM6|T10H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000311938","sp|Q84KI1|T14H_TAXCU"
"0.23","Mdomestica_v1.0||MDP0000311938","sp|Q8W4T9|T13H_TAXCU"
"0.23","Olucimarinus_v2.0||87742","sp|Q6WG30|T5H_TAXCU"
"0.23","Osativa_v7.0||LOC_Os05g01120.1","sp|Q84KI1|T14H_TAXCU"
"0.23","Osativa_v7.0||LOC_Os05g01120.1","sp|Q8W4T9|T13H_TAXCU"
"0.23","Osativa_v7.0||LOC_Os07g30950.1","sp|Q6WG30|T5H_TAXCU"
"0.23","Osativa_v7.0||LOC_Os10g10040.1","sp|Q6WG30|T5H_TAXCU"
